hhid,yr04,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,revlsprod1_F,revlsprod2_F,revlssold_F,revls1_F,revls2_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlsvar_F,costlspurch_F,costls_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dmtroad,dtmroad,dextn,latitude,longitude,main04,short04,mainstress04,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
1335,1,0.935000002,-0.067208745,5.046666667,6.166666667,3500,0,0,0,48600,4000,12000,60600,16000,25098.46484,6000,25098.46484,60600,10.13056183,11.01205063,0,6295,12920,0,12920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4132.5,4182.5,4182.5,1400.5,0,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,10477.5,12920,9.256985664,9.466531754,2779.679199,481.2834167,0,2.139037371,2032.085571,2034.224609,2034.224609,0,2,1900,1902,1902,2599,740,450,0,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,0,0,0,0,0,0,0,0,1100,990,110,586,359,231,362,239,129,4.691150665,0,0,9.656970024,8.432754517,8.648461342,8.648461342,9.843882561,8.108108521,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.199001074,2.182065248,3.477457762,3.477457762,11.59571075,2.199001074,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,15,,1,28,7.333333492,kg,handfuls,,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,1100,590,368,0.284724891,0,,1,1.609437943,1,6.109247684,6.176456451,2.092864513,0,0,3.295836926,1,0.693147182,3.218875885,1,7.549609184,0.77702862,1,7.550661087,0.788003206,1,7.550661087,0.788003206,0,0,1,6.380122662,1,7.003065586,1,5.908082962,1,0.693147182,1,1.945910096,1,0.91629076,1,1.945910096,1,1.99243021,1,2.708050251,1,3.33220458
1337,1,1.139000058,0.130150735,1.863333333,2.083333333,1500,0,0,0,46880,-10000,0,46880,-10000,18407,3600,18407,46880,9.820486069,10.7553463,1500,5617.5,3400,0,3400,2833.440918,500,3333.440918,2178.947266,500,2678.947266,2175.206543,500,2675.206543,656.3077393,0,656.3077393,500,0,0,3915,3915,3915,25,25,11032.5,13865.94141,13211.44727,13207.70703,11688.80762,11532.5,11532.5,11532.5,11032.5,14365.94141,13711.44727,13707.70703,11688.80762,13865.94141,3400,9.537190437,8.131530762,1553.994629,237.0500336,0,0,1580.333496,1580.333496,1580.333496,0,0,1800,1800,1800,1770,220,270,0,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,26,4.588061333,20,20,6,4.588061333,4.588061333,0,0,0,0,139,115,49,1863,1485,447,4.691150665,3.258096457,1.523457527,10.39943504,8.432754517,8.648461342,8.648461342,9.843882561,16.36363602,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.174999952,2.182065248,3.477457762,3.477457762,11.59571075,2.174999952,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,23,,0,36.5,8.5,litre,litre,litre,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,0,164,1932,0.124293782,0,,1,1.609437943,1,5.59842205,5.468271255,2.795061588,0,0,3.295836926,0,0,3.218875885,1,7.495542049,0.77702862,1,7.495542049,0.77702862,1,7.495542049,0.77702862,1,1,1,5.09986639,0,0,1,7.566310883,1,1.098612309,1,1.098612309,1,1.098612309,1,2.484906673,1,2.140066147,1,3.135494232,1,3.597312212
1338,1,1.5,0.405465096,2.758333333,3.833333333,36000,1,1,0,2400,0,0,2400,0,16574,6000,16574,2400,9.715590477,7.783224106,1000,4785,0,0,0,2288.54834,0,2288.54834,2287.894775,0,2287.894775,1087.603271,0,1087.603271,1203.230713,0,1203.230713,0,0,0,3915,3915,3915,1135,135,9700,11988.54883,11987.89453,10787.60352,10903.23047,9700,9700,9700,9700,11988.54883,11987.89453,10787.60352,10903.23047,11988.54883,0,9.39170742,,990.8266602,300,0,0,1200,1200,1200,0,0,1800,1800,1800,1486.23999,365.3999939,450,180,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,21,0,21,10,11,0,0,0,15,0,15,328,259,69,288,250,38,4.691150665,3.044522524,0,11.15163136,8.432754517,8.648461342,8.648461342,9.843882561,16.42036247,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.174999952,2.182065248,3.477457762,3.477457762,11.59571075,2.174999952,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,37,,0,33.5,8,kg,numbers,kg,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,15,328,288,0.245855317,0.492610842,,1,1.609437943,1,6.109247684,5.703782558,2.798522234,0,0,3.295836926,0,0,3.218875885,1,7.495542049,0.77702862,1,7.495542049,0.77702862,1,7.495542049,0.77702862,1,0,1,5.793013573,1,2.708050251,1,5.662960529,1,0.693147182,1,1.609437943,1,0.693147182,1,2.079441547,1,2.079441547,1,3.610917807,1,3.51154542
1339,1,0.889999986,-0.116533831,2.07,2.25,108000,1,1,0,25200,-12000,0,25200,-12000,23731.73242,8400,23731.73242,25200,10.07456875,10.13459969,1760,7160.5,5110,0,5110,3923.22583,1680,5603.225586,3922.105225,1680,5602.105469,3154.049561,1680,4834.049805,765.6922607,0,765.6922607,1760,0,0,2501.25,2501.25,2501.25,510.6000061,260,11421.75,15344.97559,15343.85547,14575.7998,12187.44238,13101.75,13101.75,13101.75,11421.75,17024.97656,17023.85547,16255.7998,12187.44238,15344.97559,5110,9.638543129,8.538954735,3194.606689,707.8651733,0,0,1292.134888,1292.134888,1292.134888,0,0,1150,1150,1150,2843.199951,190,630,90,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,36,15.41588593,36,29,7,15.41588593,15.41588593,0,0,0,0,315,150,165,20,0,20,4.691150665,3.583518982,2.735398531,8.346838951,8.432754517,8.648461342,8.648461342,9.843882561,44.21052551,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.174999952,2.182065248,3.477457762,3.477457762,11.59571075,2.174999952,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,59,,0,48.66666794,5.666666508,,handfuls,numbers,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,0,315,20,0.066826113,0.473684222,,1,1.609437943,1,6.445719719,6.562253475,3.788962841,0,0,3.295836926,0,0,3.218875885,1,7.0475173,0.77702862,1,7.0475173,0.77702862,1,7.0475173,0.77702862,1,1,1,5.752572536,0,0,1,2.995732307,1,-2.302585125,1,1.945910096,1,1.609437943,1,1.609437943,1,1.734601021,1,4.077537537,1,3.884994268
1342,1,1,0,0.903333333,1.083333333,93000,1,1,0,11340,0,0,11340,0,5750,0,5750,11340,8.656954765,9.336091995,2400,4230,380,0,380,2833.440918,1200,4033.440918,2832.631592,1200,4032.631592,2175.206543,1200,3375.206543,656.3076782,0,656.3076782,1200,0,0,0,0,0,1100,100,6630,9463.441406,9462.631836,8805.207031,7286.307617,7830,7830,7830,6630,10663.44141,10662.63184,10005.20703,7286.307617,9463.441406,380,9.155191422,5.940171242,740,0,0,0,0,0,0,0,0,0,0,0,740,0,0,0,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,26,11.01134682,26,20,6,11.01134682,11.01134682,0,0,0,0,45,0,45,0,0,0,4.691150665,3.258096457,2.398926258,7.770270348,8.432754517,8.648461342,8.648461342,9.843882561,19.74555588,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.182065248,2.182065248,3.477457762,3.477457762,11.59571075,2.182065248,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,50,,0,51,3.5,kg,50 kg bag,litre,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,0,45,0,0,,,1,1.609437943,0,0,0,3.032331944,0,0,3.295836926,0,0,3.218875885,0,0,0.77702862,0,0,0.780271769,0,0,0.780271769,1,1,1,3.80666256,0,0,0,0,1,0.693147182,1,2.397895336,1,1.098612309,1,1.945910096,1,1.252762914,1,3.912023067,1,3.931825638
1344,1,1,0,3.38,3.5,0,0,0,0,33840,-5000,0,33840,-5000,18574.54883,7200,18574.54883,33840,9.829547882,10.42939854,2000,6395,3236,0,3236,2288.54834,1000,3288.54834,2287.894531,1000,3287.894531,1631.404907,1000,2631.404785,656.3077393,0,656.3077393,1000,0,0,6525,6525,6525,0,0,14920,17208.54883,17207.89453,16551.4043,15576.30762,15920,15920,15920,14920,18208.54883,18207.89453,17551.4043,15576.30762,17208.54883,3236,9.75316143,8.082093239,1974.790039,540,0,0,3000,3000,3000,0,0,3000,3000,3000,1974.790039,0,540,0,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,21,9.176122665,21,15,6,9.176122665,9.176122665,0,0,0,0,68,43,25,0,0,0,4.691150665,3.044522524,2.21660471,9.405835152,8.432754517,8.648461342,8.648461342,9.843882561,19.74555588,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.174999952,2.182065248,3.477457762,3.477457762,11.59571075,2.174999952,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,54,,0,32.79999924,5.800000191,,numbers,litre,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,0,68,0,0,,,1,1.609437943,1,6.291569233,6.291569233,2.982928514,0,0,3.295836926,0,0,3.218875885,1,8.006367683,0.77702862,1,8.006367683,0.77702862,1,8.006367683,0.77702862,1,1,1,4.219507694,0,0,0,0,1,-4.60517025,1,1.609437943,1,1.098612309,1,1.945910096,1,1.757857919,1,3.988984108,1,3.490428448
1345,1,2.74000001,1.007957935,4.703333333,5.583333333,40000,1,1,0,12600,0,0,12600,0,131550,7200,131550,12600,11.78714275,9.441452026,0,6185.5,2590,12000,14590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22837.5,22837.5,22837.5,196.5,135,29023,29023,29023,29023,29023,29023,29023,29023,29023,29023,29023,29023,29023,29023,14590,10.27584362,9.58809185,7186.788574,197.0802917,0,0,3832.116699,3832.116699,3832.116699,0,0,10500,10500,10500,19691.80078,13420,540,0,,89.20635223,108.9784927,89.50819397,89.26829529,89.09091187,108.9473648,108.7603302,109.384613,0,0,0,0,0,0,0,0,664,640,24,372,232,140,319.5,201,119.5,4.691150665,0,0,6.680445194,8.432754517,8.648461342,8.648461342,9.843882561,0.536512673,19.74555588,18.86694908,18.86694908,18.58786201,27,27,26.66949081,26.66949081,28.39728546,25,25,24.3777771,24.3777771,23.7670517,2.174999952,2.174999952,2.168354988,2.168354988,2.174158335,2.174999952,2.182065248,3.477457762,3.477457762,11.59571075,2.174999952,2.182065248,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,347.8999939,321.2000122,-26.69998169,5.851914883,34.24491119,5.772064209,33.31672287,24.60000038,28.63999939,4.039999008,3.202746391,10.25758457,3.354804277,11.2547121,11.19999981,13.07999992,1.880000114,2.41591382,5.836639404,2.571084261,6.610474586,18.74220085,14.13772202,19.36414528,14.84046364,7.737559319,8.625484467,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Mukuri,L - Lowland,L5,Marginal Rain Shadow,37,,1,42.5,10,litre,numbers,crate,-0.100000001,37,347.8999939,266.2999878,0.538461566,269,11.2,24.6,litre,24.35750008,10.95499992,264.25,3,28.63999939,13.07999992,321.2000122,664,372,320.5,0.681501925,0,,1,1.609437943,1,6.291569233,5.283611298,-0.622665107,0,0,3.295836926,0,0,3.218875885,1,9.259130478,0.77702862,1,9.259130478,0.77702862,1,9.259130478,0.77702862,0,0,1,5.918893814,1,6.498281956,1,5.769882202,1,1.098612309,1,1.609437943,1,1.386294365,1,2.079441547,1,2.302585125,1,3.610917807,1,3.749504089
1346,1,2.5,0.91629076,3.9,4.166666667,84000,0,0,0,71500,5000,17000,88500,22000,9100,3600,9100,88500,9.116029739,11.39075756,8000,19128,22056,0,22056,3923.22583,0,3923.22583,3922.105225,0,3922.105225,2392.727295,0,2392.727295,1531.384521,0,1531.384521,3000,0,0,3480,3480,3480,185,185,30608,34531.22656,34530.10547,33000.72656,32139.38477,30608,30608,30608,30608,34531.22656,34530.10547,33000.72656,32139.38477,34531.22656,22056,10.44961929,10.00133991,284,108,0,0,640,640,640,0,0,1600,1600,1600,710,0,270,0,,130.1724091,108.9784927,132.3529358,130.2631531,130,108.9473648,108.7603302,109.384613,36,0,36,22,14,0,0,0,0,0,0,531,239.5,328,280,36,280,4.691150665,3.583518982,0,12.81690121,9.18911171,8.648461342,8.648461342,9.843882561,14.69517422,14.69517422,18.86694908,18.86694908,18.58786201,26.65999985,26.65999985,26.66949081,26.66949081,28.39728546,24.46153831,24.46153831,24.3777771,24.3777771,23.7670517,2.174999952,2.167794704,2.168354988,2.168354988,2.174158335,2.174999952,4.729981422,3.477457762,3.477457762,11.59571075,2.174999952,4.520449638,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,359.8999939,260.3999939,-99.5,5.885826111,34.64294815,5.562218666,30.9382782,24.10000038,27.82666588,3.726665497,3.182211876,10.12647247,3.32599473,11.06224155,10.65999985,12.50666714,1.84666729,2.36649847,5.600314617,2.526261806,6.381999016,18.72994614,13.92879868,18.49991035,14.05162144,7.530699253,8.402334213,Rift Valley,Laikipia,Lamuria,Thigiti,Lamuria,Ithanya,L - Lowland,L5,Marginal Rain Shadow,23,,0,30.7142849,8.857142448,90 kg bag,,litre,-0.100000001,36.79999924,359.8999939,241.1999969,0.307692319,251,10.66,24.1,litre,24.35750008,10.95499992,264.25,3,27.82666588,12.50666714,260.3999939,0,567.5,316,0,,,1,1.609437943,1,5.59842205,4.68213129,2.687519073,0,0,3.283164263,0,0,3.19710207,1,7.37775898,0.77702862,1,7.37775898,0.77702862,1,7.37775898,0.77702862,1,0,1,6.341240883,0,0,1,5.755742073,1,0,1,3.091042519,1,1.098612309,1,2.079441547,1,2.181224108,1,3.135494232,1,3.424727917
1347,1,2.5,0.91629076,5.06,6,36000,1,1,0,20328,0,0,20328,0,41233.35938,25226.66602,41233.35938,20328,10.62700272,9.919754982,7050,8401,3100,0,3100,0,5800,5800,0,5800,5800,0,4600,4600,0,1200,1200,4850,0,0,0,0,0,1241.199951,240,15451,15451,15451,15451,15451,21251,21251,20051,16651,21251,21251,20051,16651,15451,3100,9.645428658,8.039156914,1542.416016,756.7999878,0,0,0,0,0,0,0,0,0,0,3856.040039,1512.119995,1892,900,,130.1724091,108.9784927,132.3529358,130.2631531,130,108.9473648,108.7603302,109.384613,0,53.22151184,0,0,0,53.22151184,42.21016312,11.01134777,0,0,0,285,94,191,53,8,52,4.691150665,0,3.974462748,10.69318771,9.18911171,8.648461342,8.648461342,9.843882561,16.68297958,14.69517422,18.86694908,18.86694908,18.58786201,26.65999985,26.65999985,26.66949081,26.66949081,28.39728546,24.46153831,24.46153831,24.3777771,24.3777771,23.7670517,2.167794704,2.167794704,2.168354988,2.168354988,2.174158335,4.729981422,4.729981422,3.477457762,3.477457762,11.59571075,4.520449638,4.520449638,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,359.8999939,260.3999939,-99.5,5.885826111,34.64294815,5.562218666,30.9382782,24.10000038,27.82666588,3.726665497,3.182211876,10.12647247,3.32599473,11.06224155,10.65999985,12.50666714,1.84666729,2.36649847,5.600314617,2.526261806,6.381999016,18.72994614,13.92879868,18.49991035,14.05162144,7.530699253,8.402334213,Rift Valley,Laikipia,Lamuria,Thigiti,Lamuria,Ithanya,L - Lowland,L5,Marginal Rain Shadow,16,,1,33.25,8.25,,,,-0.100000001,36.79999924,359.8999939,241.1999969,0.307692319,251,10.66,24.1,litre,24.35750008,10.95499992,264.25,3,27.82666588,12.50666714,260.3999939,0,285,60,0.39214322,0.595190883,,1,1.609437943,1,7.545389652,6.629098892,2.81438899,0,0,3.283164263,0,0,3.19710207,0,0,0.77371037,0,0,1.553921223,0,0,1.508611441,0,1,1,5.652489185,0,0,1,4.094344616,1,-0.693147182,1,3.401197433,1,0.405465096,1,2.079441547,1,2.11021328,1,2.77258873,1,3.504054785
1348,1,2.25,0.810930192,3.02,4,0,0,0,0,50040,10000,0,50040,10000,18522.21484,3240,18522.21484,50040,9.82672596,10.82057762,1200,4357.5,9620,0,9620,0,4200,4200,0,4200,4200,0,4200,4200,0,0,0,1200,0,0,2153.25,2153.25,2153.25,1880.5,0,7710.75,7710.75,7710.75,7710.75,7710.75,11910.75,11910.75,11910.75,7710.75,11910.75,11910.75,11910.75,7710.75,7710.75,9620,8.950370789,9.171599388,815.777771,108,0,0,440,440,440,0,0,990,990,990,1835.5,0,243,0,,130.1724091,108.9784927,132.3529358,130.2631531,130,108.9473648,108.7603302,109.384613,0,38.53971481,0,0,0,38.53971481,38.53971481,0,0,0,0,259,209,50,12,12,0,4.691150665,0,3.651689291,10.09110069,9.18911171,8.648461342,8.648461342,9.843882561,14.69517422,14.69517422,18.86694908,18.86694908,18.58786201,26.65999985,26.65999985,26.66949081,26.66949081,28.39728546,24.46153831,24.46153831,24.3777771,24.3777771,23.7670517,2.174999952,2.167794704,2.168354988,2.168354988,2.174158335,2.174999952,4.729981422,3.477457762,3.477457762,11.59571075,2.174999952,4.520449638,3.359849453,3.359849453,11.35972404,crate,1,1.386294365,342.2999878,260.3999939,-81.8999939,5.835687637,34.05524826,5.562218666,30.9382782,24.10000038,27.82666588,3.726665497,3.182211876,10.12647247,3.32599473,11.06224155,10.65999985,12.50666714,1.84666729,2.36649847,5.600314617,2.526261806,6.381999016,18.57039452,13.81014538,18.49991035,14.05162144,7.530699253,8.402334213,Rift Valley,Laikipia,Lamuria,Thigiti,Lamuria,Ithanya,L - Lowland,L5,Marginal Rain Shadow,28,,1,46.20000076,9,,cart,90 kg bag,-0.100000001,36.90000153,342.2999878,294.6000061,0.461538464,251,10.66,24.1,litre,24.35750008,10.95499992,264.25,3,27.82666588,12.50666714,260.3999939,0,259,12,0,,,1,1.609437943,1,5.493061543,4.68213129,2.687519073,0,0,3.283164263,0,0,3.19710207,1,6.897705078,0.77702862,1,6.897705078,0.77702862,1,6.897705078,0.77702862,0,1,1,5.556828022,0,0,1,2.484906673,1,-0.693147182,1,2.708050251,1,0,1,2.484906673,1,2.197224617,1,3.33220458,1,3.832979918
