hhid,yr07,acres,lacres,aehhsize,hhsize,offrinc,hyb_F,hybmz_F,hybfmz_F,hybfmz2_F,revlssoldc_F,revlssoldo_F,revlsprodc_F,revlsprodo_F,revlsmilk_F,revlsprod1_F,revlsprod2_F,revlssold_F,revlsc_F,revls1_F,revls2_F,revls3_F,revctot_F,revcmaiz_F,revcrp,revls,lrevcrp,lrevls,costlp_F,costsdtot_F,costlspurchc_F,costlspurch_F,costlsvar2_F,costlsvar1_F,costls1c_F,costls1_F,costls2c_F,costls2_F,costlabhwg_F,costlabhcon_F,costlabhboth_F,costlabhwgM_F,costlabhconM_F,costlabhbothM_F,costlabhwgPRE_F,costlabhconPRE_F,costlabhbothPRE_F,costlabhwgPOST_F,costlabhconPOST_F,costlabhbothPOST_F,costlp2_F,costfdap_F,costfcan_F,costfman_F,costftot_F,costfdcm_F,costsdtot2_F,costsdmaiz_F,costctotnolab_F,costctot_F,costctotM_F,costctotPRE_F,costctotPOST_F,costctot2_F,costctotM2_F,costctotPRE2_F,costctotPOST2_F,costctot3_F,costctotM3_F,costctotPRE3_F,costctotPOST3_F,costcrp,costls,lcostcrp,lcostls,yieldtot_F,yieldmaiz,fertacdap_F,fertaccan_F,fertacman_F,fertactot_F,fertacdcm_F,kgfertDAP,kgfertCAN,kgfertMAN,kgfertTOT,kgfertDCM,kgctot_F,kgcsoldtot_F,kgmaiz,kgcsoldmaiz_F,labhwg_daywage2,labhwg_daywage_vil,labhwg_daywage_dist,labhwg_daywageM_vil,labhwg_daywagePRE_vil,labhwg_daywagePOST_vil,labhwg_daywageM_dist,labhwg_daywagePRE_dist,labhwg_daywagePOST_dist,labhwg,labhcon,labhwg_qtyM_F,labhwg_qtyPRE_F,labhwg_qtyPOST_F,labhcon_qtyM_F,labhcon_qtyPRE_F,labhcon_qtyPOST_F,labfamchil_qtyM_F,labfamchil_qtyPRE_F,labfamchil_qtyPOST_F,labfamfem_qtyM_F,labfamfem_qtyPRE_F,labfamfem_qtyPOST_F,labfammale_qtyM_F,labfammale_qtyPRE_F,labfammale_qtyPOST_F,llabhwg_daywage_dist,llabhwg,llabhcon,pkgctot_F,pkgctot_vil,pkgctot_div,pkgctot_dist,pkgctot_prov,pkgmaiz,pkgcmaiz_vil,pkgcmaiz_div,pkgcmaiz_dist,pkgcmaiz_prov,pkgfertDAP,pkgfdap_vil,pkgfdap_div,pkgfdap_dist,pkgfdap_prov,pkgfertCAN,pkgfcan_vil,pkgfcan_div,pkgfcan_dist,pkgfcan_prov,pkgfertMAN,pkgfman_vil,pkgfman_div,pkgfman_dist,pkgfman_prov,pkgfertTOT,pkgftot_vil,pkgftot_div,pkgftot_dist,pkgftot_prov,pkgfertDCM,pkgfdcm_vil,pkgfdcm_div,pkgfdcm_dist,pkgfdcm_prov,drainage,dumdrainage,ldrainage,rain,rainPC,diffrain,lrain,lrainsq,lrainPC,lrainsqPC,tmax,tmaxPC,difftmax,ltmax,ltmaxsq,ltmaxPC,ltmaxsqPC,tmin,tminPC,difftmin,ltmin,ltminsq,ltminPC,ltminsqPC,lrltx,lrltn,lrltxPC,lrltnPC,ltxltn,ltxltnPC,prov,dist,div,location,subloc,vil,aez,aezsmall,zone,age,educ,gend,ageavg,educavg,dextn,dmtroad,dtmroad,latitude,longitude,main07,short07,mainstress07,qwetpre,qwetit,qwetxt,QWETM1,qwetxtdiv,qwetitdiv,qwetprediv,QWETM1div,qwetPC10a2axtE1,qwetPC10a2aitE1,qwetPC10a2apreE1,famchil,famfem,fammale,pctsoldtot_F,pctsoldmaiz_F,depth,dumdepth,ldepth,dummaiz,lkgmaiz,lyieldmaiz,lpkgmaiz,dumkgfertDAP,lkgfertDAP,lpkgfertDAP,dumkgfertCAN,lkgfertCAN,lpkgfertCAN,dumkgfertMAN,lkgfertMAN,lpkgfertMAN,dumkgfertTOT,lkgfertTOT,lpkgfertTOT,dumkgfertDCM,lkgfertDCM,lpkgfertDCM,dumlabhwg,dumlabhcon,dumfem,lfamfem,dumchil,lfamchil,dummale,lfammale,dumdmtroad,ldmtroad,dumdtmroad,ldtmroad,dumdextn,ldextn,dumeduc,leduc,dumeducavg,leducavg,dumage,lage,dumageavg,lageavg
1308,1,0.620000005,-0.478035808,3.306666667,3.583333333,42200,0,0,0,0,0,0,0,1100,0,320,1100,0,0,320,1100,0,43132.14063,5422.460938,43132.14063,320,10.67202377,5.768321037,0,3699,0,0,180,0,0,0,180,180,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5,60,9770,11949.5,9939.5,582.1500244,0,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,15648.5,0,9.658130646,,13554.32227,796.0161133,4.838709831,3.225806475,9080.645508,9217.742188,9088.709961,3,2,5630,5715,5635,8403.679688,1174.400024,493.5299988,0,70,88.5,81.04000092,88.5,90.625,80,81.16666412,81.68421173,79,0,0,0,0,0,0,0,0,0,0,0,107,39,76,184,76,112,4.39494276,0,0,5.132530212,7.883446693,7.767108917,8.114097595,9.850077629,4.617218018,16.98356056,12.08378696,9.802366257,8.136803627,36.5,36.6171875,36.56097412,36.51893997,35.84392166,30,29.60975647,29.79487228,30.04414368,30.0393486,1.735346317,2.161279678,2.373479128,2.307949305,2.285800219,2.090901136,3.926522493,4.196431637,4.064126492,3.964969397,1.763886452,3.555304289,3.720263243,3.818045378,3.617202282,Aug,1,2.079441547,277.811615,241.6000061,-36.21160889,5.626943111,31.66249084,5.487283707,30.11028099,25.5,26.89333344,1.393333435,3.238678455,10.48903847,3.291878462,10.83646393,13.93000031,11.94666672,-1.983333588,2.634044886,6.938191891,2.480452299,6.152643681,18.22385979,14.82162094,18.06347084,13.61094475,8.530823708,8.165347099,Central,Muranga,Kandara,Ithiru,Gakarara,Kahuro,UM2-6 - Upper midland 2-6,UM2,Central Highlands,53,pre school,1,35.20000076,6.800000191,,,,-0.899999976,37,277.811615,528.2068481,0.615384638,562,13.93,25.5,Mar,25.5,13.93000031,562,3,26.89333344,11.94666672,241.6000061,0,115,188,0.139748305,0,Extremely deep,1,2.079441547,1,6.201583862,6.679619312,1.529792309,1,1.098612309,3.597312212,1,0.693147182,3.401197433,1,8.635864258,0.551207006,1,8.650849342,0.737595141,1,8.636752129,0.567519605,0,0,1,4.744932175,0,0,1,5.236442089,1,-2.302585125,1,-0.693147182,1,0.693147182,0,0,1,1.916922688,1,3.970291853,1,3.561046124
1310,1,0.370000005,-0.994252264,3.293333333,3.833333333,57600,1,1,1,1,0,0,0,-2400,0,300,-2400,0,0,300,-2400,0,9730.327148,3071.230469,9730.327148,300,9.183002472,5.703782558,0,2524.5,0,2400,0,0,0,2400,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,182.5,120,3600,4364.5,3902.5,770.2999878,390,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,6889,2400,8.837680817,7.783224106,6181.310547,739.9054565,13.51351357,10.81081104,4702.702637,4764.864746,4727.026855,5,4,1740,1763,1749,2287.084961,1472.219971,273.7650146,0,70,88.5,81.04000092,88.5,90.625,80,81.16666412,81.68421173,79,0,0,0,0,0,0,0,0,24,0,24,47,32,15,0,0,0,4.39494276,0,0,4.25446701,7.883446693,7.767108917,8.114097595,9.850077629,2.086122036,16.98356056,12.08378696,9.802366257,8.136803627,36.5,36.6171875,36.56097412,36.51893997,35.84392166,30,29.60975647,29.79487228,30.04414368,30.0393486,2.068965435,2.161279678,2.373479128,2.307949305,2.285800219,2.475609779,3.926522493,4.196431637,4.064126492,3.964969397,2.231275082,3.555304289,3.720263243,3.818045378,3.617202282,Aug,1,2.079441547,277.811615,241.6000061,-36.21160889,5.626943111,31.66249084,5.487283707,30.11028099,25.5,26.89333344,1.393333435,3.238678455,10.48903847,3.291878462,10.83646393,13.93000031,11.94666672,-1.983333588,2.634044886,6.938191891,2.480452299,6.152643681,18.22385979,14.82162094,18.06347084,13.61094475,8.530823708,8.165347099,Central,Muranga,Kandara,Ithiru,Gakarara,Kahuro,UM2-6 - Upper midland 2-6,UM2,Central Highlands,33,form 3,1,25.5,7,,,,-0.899999976,37,277.811615,528.2068481,0.615384638,562,13.93,25.5,Mar,25.5,13.93000031,562,3,26.89333344,11.94666672,241.6000061,24,47,0,0.643710196,0,Extremely deep,1,2.079441547,1,5.612270355,6.60652256,0.735306859,1,1.609437943,3.597312212,1,1.386294365,3.401197433,1,7.461640358,0.727048695,1,7.474771976,0.90648675,1,7.466799259,0.802573204,0,0,1,3.850147486,1,3.178053856,0,0,1,-2.302585125,1,-0.693147182,1,0.693147182,1,2.397895336,1,1.945910096,1,3.496507645,1,3.238678455
1314,1,1.399999976,0.336472213,5.226666667,6.333333333,166000,1,1,1,0,0,0,2000,-800,0,150,1200,0,2000,150,1200,0,37681.62891,11550,37681.62891,150,10.53692818,5.010635376,1920,5265.5,15000,0,920,720,15720,720,15920,920,1944.959961,0,1944.959961,1948,0,1948,1306.947388,0,1306.947388,632,0,632,960,1934.5,1500,8400,11834.5,11834.5,531.2000122,280,19020,20964.96094,20968,20326.94727,19652,19020,19020,19020,19020,20964.96094,20968,20326.94727,19652,20964.96094,720,9.950608253,6.579251289,3268.535889,648.1499634,37.8571434,35.7142868,2100,2173.571533,2173.571533,53,50,2940,3043,3043,4575.950195,1255,907.4099731,360,80,88.5,81.04000092,88.5,90.625,80,81.16666412,81.68421173,79,24,0,24,16,8,0,0,0,0,0,0,715,688,45,0,0,0,4.39494276,3.178053856,0,8.234711647,7.883446693,7.767108917,8.114097595,9.850077629,9.203186989,16.98356056,12.08378696,9.802366257,8.136803627,36.5,36.6171875,36.56097412,36.51893997,35.84392166,30,29.60975647,29.79487228,30.04414368,30.0393486,2.857142925,2.161279678,2.373479128,2.307949305,2.285800219,3.889089823,3.926522493,4.196431637,4.064126492,3.964969397,3.889089823,3.555304289,3.720263243,3.818045378,3.617202282,Aug,1,2.079441547,277.811615,241.6000061,-36.21160889,5.626943111,31.66249084,5.487283707,30.11028099,25.5,26.89333344,1.393333435,3.238678455,10.48903847,3.291878462,10.83646393,13.93000031,11.94666672,-1.983333588,2.634044886,6.938191891,2.480452299,6.152643681,18.22385979,14.82162094,18.06347084,13.61094475,8.530823708,8.165347099,Central,Muranga,Kandara,Ithiru,Gakarara,Kahuro,UM2-6 - Upper midland 2-6,UM2,Central Highlands,22,form 1,1,22.125,8.5,,,,-0.899999976,37,277.811615,528.2068481,0.615384638,562,13.93,25.5,Mar,25.5,13.93000031,562,3,26.89333344,11.94666672,241.6000061,0,733,0,0.274259984,0.286852598,Extremely deep,1,2.079441547,1,6.810594559,6.474122047,2.219549894,1,3.970291853,3.597312212,1,3.912023067,3.401197433,1,7.986165047,1.049822092,1,8.020599365,1.358175159,1,8.020599365,1.358175159,1,0,1,6.597145557,0,0,0,0,1,-1.203972816,1,-0.693147182,1,0.693147182,1,2.197224617,1,2.140066147,1,3.091042519,1,3.096708298
1315,1,2.700000048,0.993251801,2.873333333,3.666666667,50300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57195.41797,6750,57195.41797,0,10.95422935,,960,6570,0,0,100,0,0,0,100,100,486.2399902,0,486.2399902,487,0,487,490.1052856,0,490.1052856,0,0,0,480,109.5,90,2750,2949.5,2949.5,181.5,0,10479.5,10965.74023,10966.5,10969.60547,10479.5,10479.5,10479.5,10479.5,10479.5,10965.74023,10966.5,10969.60547,10479.5,10965.74023,0,9.302531242,,5628.263184,202.7444305,1.111111045,1.111111045,712.9629517,715.1851807,715.1851807,3,3,1925,1931,1931,15196.31055,10131.99023,547.4099731,0,80,88.5,81.04000092,88.5,90.625,80,81.16666412,81.68421173,79,6,0,6,6,0,0,0,0,0,0,0,145,85,64,90,75,15,4.39494276,1.791759491,0,3.763770103,7.883446693,7.767108917,8.114097595,9.850077629,0.666206717,16.98356056,12.08378696,9.802366257,8.136803627,36.5,36.6171875,36.56097412,36.51893997,35.84392166,30,29.60975647,29.79487228,30.04414368,30.0393486,1.428571463,2.161279678,2.373479128,2.307949305,2.285800219,1.527446866,3.926522493,4.196431637,4.064126492,3.964969397,1.527446866,3.555304289,3.720263243,3.818045378,3.617202282,Aug,1,2.079441547,277.811615,241.6000061,-36.21160889,5.626943111,31.66249084,5.487283707,30.11028099,25.5,26.89333344,1.393333435,3.238678455,10.48903847,3.291878462,10.83646393,13.93000031,11.94666672,-1.983333588,2.634044886,6.938191891,2.480452299,6.152643681,18.22385979,14.82162094,18.06347084,13.61094475,8.530823708,8.165347099,Central,Muranga,Kandara,Ithiru,Gakarara,Kahuro,UM2-6 - Upper midland 2-6,UM2,Central Highlands,57,std 5,1,32.20000076,4,,,,-0.899999976,37,277.811615,528.2068481,0.615384638,562,13.93,25.5,Mar,25.5,13.93000031,562,3,26.89333344,11.94666672,241.6000061,0,149,90,0.666740119,0,Extremely deep,1,2.079441547,1,6.305198193,5.311946392,-0.406155258,1,1.098612309,3.597312212,1,1.098612309,3.401197433,1,7.562681198,0.356674969,1,7.565793514,0.423597634,1,7.565793514,0.423597634,1,0,1,5.003946304,0,0,1,4.499809742,1,-2.302585125,1,0,1,0.693147182,1,1.609437943,1,1.386294365,1,4.043051243,1,3.471966505
1316,1,1,0,3.04,3.5,25100,0,0,0,0,0,1800,0,-1080,0,500,-1080,1800,0,2300,720,1800,31216.38477,12300,31216.38477,2300,10.34869862,7.740664482,0,3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200000003,0,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,3245,0,8.084870338,,8008.160156,1319.280029,0,0,0,0,0,0,0,0,0,0,8008.160156,711.1099854,1319.280029,0,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,0,0,0,0,0,0,0,0,0,0,0,315,230,85,310,230,80,4.652798176,0,0,3.898072004,9.77383709,10.77252102,10.77252102,10.32773113,17.2969017,9.676285744,10.91963387,10.91963387,15.4458437,33.25,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,1.801731586,1.801731586,1.903398752,1.903398752,1.947020173,3.198606253,3.198606253,5.573196411,5.573196411,15.06414509,2.743436337,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.5430298,317.3999939,21.85696411,5.68881464,32.36260986,5.76016283,33.17947388,24.60000038,27.63999939,3.039999008,3.202746391,10.25758457,3.319263935,11.01751328,11.19999981,12.5466671,1.34666729,2.41591382,5.836639404,2.529454947,6.398142815,18.21982956,13.74368477,19.11950111,14.57007313,7.737559319,8.395929337,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,42,form 1,1,30,7.75,,,,0,37,295.5430298,456.1753845,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.63999939,12.5466671,317.3999939,0,315,310,0.088798173,0,Deep,1,1.609437943,1,7.184841633,7.184841633,2.850527287,0,0,3.504054785,0,0,3.444047213,0,0,0.588748217,0,0,1.162715197,0,0,1.009211302,0,0,1,5.752572536,0,0,1,5.736572266,1,1.386294365,1,2.639057398,1,1.386294365,1,2.197224617,1,2.047692776,1,3.737669706,1,3.401197433
1319,1,1.25,0.223143548,4.34,5,55000,1,1,0,0,0,12000,0,250,21840,645,250,12000,0,12645,12250,33840,12191.50293,2850,12191.50293,12645,9.408494949,9.445016861,0,7315,0,2400,4020,1340,1340,3740,4020,6420,0,600,600,0,0,0,0,0,0,0,600,600,0,0,0,1500,1500,1500,240,240,8815,8815,8815,8815,8815,9415,8815,8815,9415,9415,8815,8815,9415,8815,3740,9.084210396,8.226840973,1552.328003,221.928009,0,0,560,560,560,0,0,700,700,700,1940.410034,0,277.4100037,0,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,0,5.720930099,0,0,0,0,0,5.720930099,0,0,0,156,132,24,457,387,74,4.652798176,0,1.744131446,6.282951832,9.77383709,10.77252102,10.77252102,10.32773113,9.676285744,9.676285744,10.91963387,10.91963387,15.4458437,33.25,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,2.142857075,1.801731586,1.903398752,1.903398752,1.947020173,2.142857075,3.198606253,5.573196411,5.573196411,15.06414509,2.142857075,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.662384,257.2000122,-38.46237183,5.689218044,32.36720276,5.549853802,30.80088043,24.60000038,27.05999947,2.459999084,3.202746391,10.25758457,3.298056602,10.87717724,11.19999981,12.14000034,0.940000534,2.41591382,5.836639404,2.496505737,6.232541084,18.22112274,13.74466038,18.30373192,13.85524273,7.737559319,8.233617783,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,15,std 8,1,32.79999924,7.199999809,,,,0,36.90000153,295.662384,361.814209,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.05999947,12.14000034,257.2000122,0,156,461,0,,Deep,1,1.609437943,1,5.625496387,5.40235281,2.269678116,0,0,3.504054785,0,0,3.444047213,1,6.551080227,0.762140036,1,6.551080227,0.762140036,1,6.551080227,0.762140036,0,1,1,5.049856186,0,0,1,6.133398056,1,0.693147182,1,2.995732307,1,0.693147182,1,2.079441547,1,1.974081039,1,2.708050251,1,3.490428448
1320,1,2,0.693147182,4.28,4.5,0,0,0,0,0,54000,14600,-9000,24960,25545,2990,15960,68600,45000,71590,84560,94145,59166.5,14325,59166.5,71590,10.98811054,11.17871094,0,14038.65,0,0,4050,930,930,930,4050,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,400,3550,2050,37.09999847,37.09999847,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,17588.65039,930,9.775009155,6.835184574,4891.639648,663.6149902,25,0,300,350,325,50,0,600,700,650,9783.279297,2566,1327.22998,450,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,0,0,0,0,0,0,0,0,135,135,0,940,930,10,2260,2095,300,4.652798176,0,0,6.047716618,9.77383709,10.77252102,10.77252102,10.32773113,5.582618713,9.676285744,10.91963387,10.91963387,15.4458437,33,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,0.666666687,1.801731586,1.903398752,1.903398752,1.947020173,5.071428776,3.198606253,5.573196411,5.573196411,15.06414509,3.153846264,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.5430298,317.3999939,21.85696411,5.68881464,32.36260986,5.76016283,33.17947388,24.60000038,27.63999939,3.039999008,3.202746391,10.25758457,3.319263935,11.01751328,11.19999981,12.5466671,1.34666729,2.41591382,5.836639404,2.529454947,6.398142815,18.21982956,13.74368477,19.11950111,14.57007313,7.737559319,8.395929337,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,23,form 1,0,38,6.800000191,,,,0,37,295.5430298,456.1753845,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.63999939,12.5466671,317.3999939,135,940,2395,0.262284249,0.175370231,Deep,1,1.609437943,1,7.190849304,6.497702122,1.719658017,1,3.912023067,3.496507645,0,0,3.444047213,1,6.396929741,-0.405465066,1,6.551080227,1.623622537,1,6.47697258,1.148622751,0,0,1,6.845880032,1,4.905274868,1,7.78113842,1,0,1,2.302585125,1,1.386294365,1,2.197224617,1,1.916922688,1,3.135494232,1,3.637586117
1321,1,1.5,0.405465096,3.67,3.75,64000,1,1,0,0,0,0,0,4300,21840,295,4300,0,0,295,4300,21840,22851.5957,7800,22851.5957,295,10.03677654,5.686975479,2400,6653,0,0,13500,11820,11820,11820,13500,13500,3146.341553,0,3146.341553,3118.420898,0,3118.420898,3122.950684,0,3122.950684,0,0,0,1200,0,0,3200,3200,3200,400,240,12253,15399.3418,15371.4209,15375.95117,12253,12253,12253,12253,12253,15399.3418,15371.4209,15375.95117,12253,15399.3418,11820,9.642080307,9.377548218,2123.273193,489.8800049,0,0,1066.666626,1066.666626,1066.666626,0,0,1600,1600,1600,3184.909912,0,734.8200073,0,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,30,0,30,30,0,0,0,0,0,0,0,198,150,53,534,342,212,4.652798176,3.401197433,0,7.174958229,9.77383709,10.77252102,10.77252102,10.32773113,9.676285744,9.676285744,10.91963387,10.91963387,15.4458437,33.25,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,2,1.801731586,1.903398752,1.903398752,1.947020173,2,3.198606253,5.573196411,5.573196411,15.06414509,2,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.662384,257.2000122,-38.46237183,5.689218044,32.36720276,5.549853802,30.80088043,24.60000038,27.05999947,2.459999084,3.202746391,10.25758457,3.298056602,10.87717724,11.19999981,12.14000034,0.940000534,2.41591382,5.836639404,2.496505737,6.232541084,18.22112274,13.74466038,18.30373192,13.85524273,7.737559319,8.233617783,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,14,std 7,0,31.25,12.5,,,,0,36.90000153,295.662384,361.814209,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.05999947,12.14000034,257.2000122,0,203,554,0,,Deep,1,1.609437943,1,6.599625587,6.194160461,2.269678116,0,0,3.504054785,0,0,3.444047213,1,7.37775898,0.693147182,1,7.37775898,0.693147182,1,7.37775898,0.693147182,1,0,1,5.313206196,0,0,1,6.317164898,1,0.693147182,1,2.302585125,1,0.693147182,1,1.945910096,1,2.525728703,1,2.639057398,1,3.442019463
1323,1,0.75,-0.287682086,5.44,7,7000,1,1,1,0,18000,0,0,2300,47190,6000,2300,18000,18000,24000,20300,65190,14548.04004,4019.607422,14548.04004,24000,9.585211754,10.08580875,1000,5755,0,0,13170,9840,9840,9840,13170,13170,524.3902588,0,524.3902588,519.7368164,0,519.7368164,520.4918213,0,520.4918213,0,0,0,500,510,0,151.1999969,661.2000122,661.2000122,1105,480,7416.200195,7940.590332,7935.937012,7936.691895,7416.200195,7416.200195,7416.200195,7416.200195,7416.200195,7940.590332,7935.937012,7936.691895,7416.200195,7940.590332,9840,8.979743004,9.194211006,2880.606689,485.8599854,20,0,112,132,132,15,0,84,99,99,2160.455078,260,364.394989,0,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,5,0,5,5,0,0,0,0,0,0,0,75,50,25,80,55,25,4.652798176,1.609437943,0,6.733785152,9.77383709,10.77252102,10.77252102,10.32773113,15.46002865,9.676285744,10.91963387,10.91963387,15.4458437,34,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,1.799999952,1.801731586,1.903398752,1.903398752,1.947020173,6.678788185,3.198606253,5.573196411,5.573196411,15.06414509,6.678788185,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.662384,257.2000122,-38.46237183,5.689218044,32.36720276,5.549853802,30.80088043,24.60000038,27.05999947,2.459999084,3.202746391,10.25758457,3.298056602,10.87717724,11.19999981,12.14000034,0.940000534,2.41591382,5.836639404,2.496505737,6.232541084,18.22112274,13.74466038,18.30373192,13.85524273,7.737559319,8.233617783,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,8,std 1,1,15.71428585,4.142857075,,,,0,36.90000153,295.662384,361.814209,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.05999947,12.14000034,257.2000122,0,75,80,0.120345019,0,Deep,1,1.609437943,1,5.898238182,6.185920715,2.738257885,1,2.708050251,3.526360512,0,0,3.444047213,1,4.43081665,0.587786615,1,4.595119953,1.89893651,1,4.595119953,1.89893651,1,0,1,4.317488194,0,0,1,4.382026672,1,0.693147182,1,2.995732307,1,0.693147182,1,0,1,1.421385646,1,2.079441547,1,2.754570246
1324,1,1.25,0.223143548,2.22,2.5,300000,1,1,0,0,0,25000,3000,-5680,0,390,-2680,25000,3000,25390,22320,25000,13775.00098,3525,13775.00098,25390,9.530611038,10.14211082,3500,6525,9000,0,18640,11680,20680,11680,27640,18640,2307.317139,0,2307.317139,2286.842041,0,2286.842041,2290.164063,0,2290.164063,0,0,0,2000,0,0,1050,1050,1050,240,240,11075,13382.31738,13361.8418,13365.16406,11075,11075,11075,11075,11075,13382.31738,13361.8418,13365.16406,11075,13382.31738,11680,9.501689911,9.365633011,1066.963989,254.9639893,0,0,392,392,392,0,0,490,490,490,1333.704956,0,318.7049866,0,100,100,104.8780518,100,100,100,103.9473648,104.0983582,107.1428604,22,0,22,22,0,0,0,0,8,0,8,23,0,25,0,0,0,4.652798176,3.091042519,0,10.328372,9.77383709,10.77252102,10.77252102,10.32773113,9.676285744,9.676285744,10.91963387,10.91963387,15.4458437,33.25,33.25,33.85786057,33.85786057,35.09943771,31.31343269,,31.31343269,31.31343269,29.24797821,2.142857075,1.801731586,1.903398752,1.903398752,1.947020173,2.142857075,3.198606253,5.573196411,5.573196411,15.06414509,2.142857075,2.743436337,5.184221268,5.184221268,14.72443485,Apr,1,1.386294365,295.662384,257.2000122,-38.46237183,5.689218044,32.36720276,5.549853802,30.80088043,24.60000038,27.05999947,2.459999084,3.202746391,10.25758457,3.298056602,10.87717724,11.19999981,12.14000034,0.940000534,2.41591382,5.836639404,2.496505737,6.232541084,18.22112274,13.74466038,18.30373192,13.85524273,7.737559319,8.233617783,Rift Valley,Laikipia,Lamuria,Thigiti,Kariguini,Weruine,L - Lowland,L5,Marginal Rain Shadow,55,form 5,1,34,9.75,,,,0,36.90000153,295.662384,361.814209,0.615384638,269,11.2,24.6,Mar,24.35750008,10.95499992,264.25,3,27.05999947,12.14000034,257.2000122,8,25,0,0,,Deep,1,1.609437943,1,5.764266014,5.541122437,2.269678116,0,0,3.504054785,0,0,3.444047213,1,6.194405556,0.762140036,1,6.194405556,0.762140036,1,6.194405556,0.762140036,1,0,1,3.218875885,1,2.079441547,0,0,1,1.098612309,1,2.302585125,1,1.098612309,1,2.564949274,1,2.277267218,1,4.007333279,1,3.526360512
